Wall time,Step,Value
1618140083.1556728,100,0.098419189453125
1618140083.6136665,200,0.169158935546875
1618140084.062888,300,0.255523681640625
1618140084.5602248,400,0.37371826171875
1618140085.164202,500,0.38812255859375
1618140085.6149054,600,0.416778564453125
1618140086.1939178,700,0.449462890625
1618140086.639906,800,0.43438720703125
1618140087.0762224,900,0.437774658203125
1618140087.5299687,1000,0.474639892578125
1618140087.99331,1100,0.483001708984375
1618140088.5184965,1200,0.4791259765625
1618140089.020555,1300,0.487274169921875
1618140089.453865,1400,0.475982666015625
1618140089.9321692,1500,0.4791259765625
1618140090.716661,1600,0.51470947265625
1618140091.1861959,1700,0.487579345703125
1618140091.644359,1800,0.492645263671875
1618140092.0841148,1900,0.503326416015625
1618140092.6961093,2000,0.527191162109375
1618140093.1432002,2100,0.517547607421875
1618140093.5879428,2200,0.484375
1618140094.0231206,2300,0.48297119140625
1618140094.4701054,2400,0.52471923828125
1618140094.9173698,2500,0.504150390625
1618140095.3482242,2600,0.49737548828125
1618140095.827334,2700,0.499359130859375
1618140096.4455667,2800,0.494537353515625
1618140097.038613,2900,0.5009765625
1618140097.47093,3000,0.46807861328125
1618140097.9202757,3100,0.5260009765625
1618140098.3547354,3200,0.513916015625
1618140098.8065996,3300,0.542266845703125
1618140099.2288797,3400,0.511322021484375
1618140099.6589093,3500,0.51226806640625
1618140100.095117,3600,0.51263427734375
1618140100.5518186,3700,0.5333251953125
1618140100.9991102,3800,0.509552001953125
1618140101.4782429,3900,0.52752685546875
1618140102.0497894,4000,0.501373291015625
1618140102.4864097,4100,0.5423583984375
1618140102.9243615,4200,0.498779296875
1618140103.3653758,4300,0.5252685546875
1618140103.8004062,4400,0.530120849609375
1618140104.2393475,4500,0.500274658203125
1618140104.674121,4600,0.49884033203125
1618140105.1046846,4700,0.521392822265625
1618140105.5406983,4800,0.46343994140625
1618140105.99357,4900,0.509063720703125
1618140106.439308,5000,0.52227783203125
1618140106.9094448,5100,0.474761962890625
1618140107.4830277,5200,0.49481201171875
1618140107.9152336,5300,0.46954345703125
1618140108.3587968,5400,0.48382568359375
1618140108.7969575,5500,0.509185791015625
1618140109.2358599,5600,0.52142333984375
1618140109.6657948,5700,0.487396240234375
1618140110.1031687,5800,0.51788330078125
1618140110.548196,5900,0.4765625
1618140110.9918537,6000,0.48614501953125
1618140111.4242897,6100,0.4483642578125
1618140111.8807077,6200,0.465545654296875
1618140112.3200872,6300,0.46875
1618140112.9606268,6400,0.48150634765625
1618140113.3882148,6500,0.470245361328125
1618140113.8190036,6600,0.45733642578125
1618140114.3060248,6700,0.478118896484375
1618140114.7600968,6800,0.450225830078125
1618140115.194266,6900,0.453765869140625
1618140115.6177328,7000,0.458709716796875
1618140116.0683434,7100,0.460357666015625
1618140116.5016034,7200,0.39886474609375
1618140116.937045,7300,0.449859619140625
1618140117.3744884,7400,0.449066162109375
1618140117.8161879,7500,0.424285888671875
1618140118.4940076,7600,0.459136962890625
1618140118.9526997,7700,0.428680419921875
1618140119.388388,7800,0.42724609375
1618140119.809301,7900,0.412689208984375
1618140120.2404459,8000,0.43634033203125
1618140120.6704907,8100,0.398956298828125
1618140121.1191387,8200,0.447021484375
1618140121.5491414,8300,0.390228271484375
1618140121.9865086,8400,0.4158935546875
1618140122.4173465,8500,0.39630126953125
1618140122.8495111,8600,0.404052734375
1618140123.2775116,8700,0.400390625
1618140123.8483768,8800,0.3824462890625
1618140124.349536,8900,0.380950927734375
1618140124.7823071,9000,0.38775634765625
1618140125.2196906,9100,0.379852294921875
1618140125.6705453,9200,0.365264892578125
1618140126.11403,9300,0.37811279296875
1618140126.5553036,9400,0.36834716796875
1618140126.990074,9500,0.369476318359375
1618140127.419847,9600,0.36083984375
1618140127.8715348,9700,0.348480224609375
1618140128.319023,9800,0.364501953125
1618140128.7718012,9900,0.352996826171875
1618140129.318596,10000,0.36480712890625
1618140129.8534317,10100,0.35626220703125
1618140130.2940872,10200,0.347259521484375
1618140130.742651,10300,0.325897216796875
1618140131.1825495,10400,0.3280029296875
1618140131.6122594,10500,0.322723388671875
1618140132.0482762,10600,0.321533203125
1618140132.4882545,10700,0.32318115234375
1618140132.928612,10800,0.29583740234375
1618140133.37024,10900,0.323211669921875
1618140133.8148937,11000,0.32269287109375
1618140134.248777,11100,0.2838134765625
1618140134.7665827,11200,0.30712890625
1618140135.3532016,11300,0.28863525390625
