Wall time,Step,Value
1618140196.0143228,100,0.3538818359375
1618140196.5178971,200,0.5286865234375
1618140197.0279472,300,0.5880126953125
1618140197.5170147,400,0.642333984375
1618140198.0041306,500,0.6182861328125
1618140198.5163896,600,0.6563720703125
1618140199.010723,700,0.7158203125
1618140199.496398,800,0.7027587890625
1618140199.9887757,900,0.68896484375
1618140200.4767094,1000,0.626220703125
1618140200.9873536,1100,0.6693115234375
1618140201.633511,1200,0.619873046875
1618140202.122832,1300,0.6064453125
1618140202.6190617,1400,0.6090087890625
1618140203.0958605,1500,0.6104736328125
1618140203.5806785,1600,0.5537109375
1618140204.0664814,1700,0.532958984375
1618140204.5420244,1800,0.5235595703125
1618140205.0206935,1900,0.49658203125
1618140205.523159,2000,0.5181884765625
1618140206.0138764,2100,0.4857177734375
1618140206.5747013,2200,0.4656982421875
1618140207.169733,2300,0.481689453125
1618140207.6670985,2400,0.4351806640625
1618140208.1665554,2500,0.4503173828125
1618140208.6546981,2600,0.3890380859375
1618140209.1279795,2700,0.3924560546875
1618140209.6467571,2800,0.4354248046875
1618140210.1388628,2900,0.377197265625
1618140210.6338427,3000,0.3275146484375
1618140211.1373029,3100,0.3592529296875
1618140211.6239743,3200,0.3370361328125
1618140212.2587974,3300,0.33642578125
1618140212.7718167,3400,0.3470458984375
1618140213.2518947,3500,0.3043212890625
1618140213.7430887,3600,0.3040771484375
1618140214.2379732,3700,0.283203125
1618140214.7297277,3800,0.2747802734375
1618140215.2274363,3900,0.269287109375
1618140215.7058256,4000,0.2305908203125
1618140216.194756,4100,0.2457275390625
1618140216.6836977,4200,0.236328125
1618140217.165019,4300,0.241455078125
1618140217.8190653,4400,0.213623046875
1618140218.311914,4500,0.2247314453125
1618140218.8233466,4600,0.222412109375
1618140219.3204837,4700,0.197265625
1618140220.0787785,4800,0.1966552734375
1618140220.5646124,4900,0.1907958984375
1618140221.0569685,5000,0.176513671875
1618140221.539089,5100,0.190185546875
1618140222.0114422,5200,0.17333984375
1618140222.4913096,5300,0.163330078125
1618140223.124289,5400,0.178955078125
1618140223.8949864,5500,0.154052734375
1618140224.443294,5600,0.1390380859375
1618140224.9315734,5700,0.146240234375
1618140225.4535675,5800,0.1270751953125
1618140225.9541335,5900,0.123779296875
1618140226.446502,6000,0.12353515625
1618140226.9265404,6100,0.1220703125
1618140227.4232228,6200,0.11865234375
1618140227.9078257,6300,0.1051025390625
1618140228.4865553,6400,0.0977783203125
1618140229.0555005,6500,0.09130859375
1618140229.550048,6600,0.090087890625
1618140230.0548162,6700,0.087646484375
1618140230.5471241,6800,0.0860595703125
1618140231.0261698,6900,0.0885009765625
1618140231.514633,7000,0.082275390625
1618140231.9985187,7100,0.076171875
1618140232.4884439,7200,0.080810546875
1618140232.9827876,7300,0.0672607421875
1618140233.471662,7400,0.06982421875
1618140234.1151419,7500,0.0616455078125
1618140234.6694112,7600,0.06298828125
1618140235.1568456,7700,0.0643310546875
1618140235.6555114,7800,0.0518798828125
1618140236.1353035,7900,0.052734375
1618140236.628564,8000,0.0528564453125
1618140237.1226075,8100,0.0489501953125
1618140237.608813,8200,0.0455322265625
1618140238.092884,8300,0.0416259765625
1618140238.5965962,8400,0.0367431640625
1618140239.0810454,8500,0.0421142578125
1618140239.748087,8600,0.0369873046875
1618140240.231676,8700,0.0374755859375
1618140240.7218716,8800,0.0396728515625
1618140241.2141032,8900,0.0322265625
1618140241.699927,9000,0.0321044921875
1618140242.1946476,9100,0.0299072265625
1618140242.6875298,9200,0.0272216796875
1618140243.1840246,9300,0.025634765625
1618140243.6654136,9400,0.0224609375
1618140244.1521256,9500,0.022705078125
1618140244.6480918,9600,0.0234375
1618140245.2943716,9700,0.01904296875
1618140245.7860162,9800,0.018798828125
1618140246.2847228,9900,0.018798828125
1618140246.7768142,10000,0.015380859375
1618140247.259587,10100,0.0146484375
1618140247.7742207,10200,0.013671875
1618140248.2615588,10300,0.0130615234375
1618140248.7678616,10400,0.01611328125
1618140249.246153,10500,0.0128173828125
1618140249.734081,10600,0.0133056640625
1618140250.2578733,10700,0.0103759765625
1618140250.8915844,10800,0.009033203125
1618140251.387717,10900,0.0103759765625
1618140251.8753996,11000,0.0076904296875
1618140252.3764558,11100,0.0074462890625
1618140252.8709135,11200,0.0079345703125
1618140253.3341887,11300,0.0068359375
