Wall time,Step,Value
1618751047.8760517,100,0.130859375
1618751048.72608,200,0.130859375
1618751049.5993836,300,0.1171875
1618751050.4436367,400,0.119140625
1618751051.470711,500,0.123046875
1618751052.2940423,600,0.1171875
1618751053.1183798,700,0.09765625
1618751053.9466512,800,0.115234375
1618751054.7717583,900,0.119140625
1618751055.589577,1000,0.095703125
1618751056.5187662,1100,0.08203125
1618751057.3796003,1200,0.08203125
1618751058.2138257,1300,0.072265625
1618751059.0490084,1400,0.08203125
1618751059.8638837,1500,0.07421875
1618751060.6927307,1600,0.06640625
1618751061.5527785,1700,0.0625
1618751062.5488813,1800,0.060546875
1618751063.3841023,1900,0.0625
1618751064.2062037,2000,0.05859375
1618751065.0330892,2100,0.041015625
1618751065.8607073,2200,0.05078125
1618751066.7149923,2300,0.046875
1618751067.7181268,2400,0.044921875
1618751068.530479,2500,0.04296875
1618751069.3600442,2600,0.037109375
1618751070.1829321,2700,0.037109375
1618751071.0056984,2800,0.04296875
1618751071.8419,2900,0.037109375
1618751072.7705843,3000,0.041015625
1618751073.6465359,3100,0.046875
1618751074.465692,3200,0.046875
1618751075.2955565,3300,0.03515625
1618751076.1108482,3400,0.029296875
1618751076.9410439,3500,0.029296875
1618751077.7687912,3600,0.0390625
1618751078.777762,3700,0.033203125
1618751079.6155055,3800,0.037109375
1618751080.4595733,3900,0.025390625
1618751081.276972,4000,0.03125
1618751082.1191387,4100,0.03515625
1618751082.9736836,4200,0.02734375
1618751083.975455,4300,0.0390625
1618751084.7948217,4400,0.02734375
1618751085.6189837,4500,0.041015625
1618751086.463799,4600,0.025390625
1618751087.2705781,4700,0.033203125
1618751088.0917513,4800,0.021484375
1618751088.9767637,4900,0.025390625
1618751089.918596,5000,0.033203125
1618751090.7301588,5100,0.01953125
1618751091.5710344,5200,0.0234375
1618751092.402528,5300,0.02734375
1618751093.258017,5400,0.033203125
1618751094.0877998,5500,0.025390625
1618751095.1284752,5600,0.033203125
1618751095.953888,5700,0.0390625
1618751096.7818782,5800,0.03125
1618751097.6128986,5900,0.025390625
1618751098.433204,6000,0.033203125
1618751099.2679427,6100,0.03125
1618751100.286707,6200,0.0234375
1618751101.1055176,6300,0.02734375
1618751101.9247978,6400,0.03125
1618751102.7408445,6500,0.025390625
1618751103.5954263,6600,0.029296875
1618751104.3986223,6700,0.0234375
1618751105.2349055,6800,0.029296875
1618751106.21821,6900,0.02734375
1618751107.04787,7000,0.029296875
1618751107.8710284,7100,0.025390625
1618751108.6918058,7200,0.0234375
1618751109.5246327,7300,0.03125
1618751110.3600273,7400,0.025390625
1618751111.3505323,7500,0.03125
1618751112.186981,7600,0.037109375
1618751113.0225494,7700,0.021484375
1618751113.8464797,7800,0.025390625
1618751114.6806328,7900,0.0234375
1618751115.494357,8000,0.0234375
1618751116.492087,8100,0.02734375
1618751117.3248441,8200,0.025390625
1618751118.162814,8300,0.01953125
1618751118.9853995,8400,0.037109375
1618751119.8056774,8500,0.0234375
1618751120.6355,8600,0.025390625
1618751121.4606185,8700,0.0234375
1618751122.4597318,8800,0.01953125
1618751123.2708478,8900,0.033203125
1618751124.102879,9000,0.025390625
1618751124.9287534,9100,0.02734375
1618751125.7935233,9200,0.021484375
1618751126.6280704,9300,0.02734375
1618751127.6325355,9400,0.029296875
1618751128.4414985,9500,0.01953125
1618751129.2716634,9600,0.017578125
1618751130.0868132,9700,0.0234375
1618751130.8977392,9800,0.0234375
1618751131.7185307,9900,0.03515625
1618751132.6651678,10000,0.03515625
1618751133.536561,10100,0.013671875
1618751134.3449364,10200,0.025390625
1618751135.1658165,10300,0.0234375
1618751135.9828002,10400,0.021484375
1618751136.7924147,10500,0.0234375
1618751137.6153429,10600,0.033203125
1618751138.6231768,10700,0.033203125
1618751139.4537516,10800,0.0234375
1618751140.2868578,10900,0.0234375
1618751141.0996294,11000,0.0234375
1618751141.9560194,11100,0.015625
1618751142.790601,11200,0.033203125
1618751143.8023672,11300,0.0234375
1618751144.6364639,11400,0.03515625
1618751145.4818635,11500,0.041015625
1618751146.3379247,11600,0.01953125
1618751147.15813,11700,0.029296875
1618751147.9682755,11800,0.03515625
1618751148.849109,11900,0.021484375
1618751149.7546532,12000,0.03125
1618751150.567843,12100,0.0234375
1618751151.3907003,12200,0.033203125
1618751152.2127974,12300,0.03125
1618751153.0216353,12400,0.01953125
1618751153.8461847,12500,0.03515625
1618751154.85754,12600,0.025390625
1618751155.6850667,12700,0.02734375
1618751156.5107586,12800,0.021484375
1618751157.3289442,12900,0.017578125
1618751158.1390436,13000,0.013671875
1618751158.9595482,13100,0.025390625
1618751159.9435766,13200,0.033203125
1618751160.7654922,13300,0.04296875
1618751161.5825388,13400,0.01953125
1618751162.4058232,13500,0.041015625
1618751163.2197304,13600,0.021484375
1618751164.0598361,13700,0.017578125
1618751164.8775346,13800,0.021484375
1618751165.89618,13900,0.01953125
1618751166.7216039,14000,0.029296875
1618751167.5432556,14100,0.029296875
1618751168.3536382,14200,0.025390625
1618751169.1935806,14300,0.01953125
1618751170.0275366,14400,0.03125
1618751171.0165362,14500,0.01953125
1618751171.8397756,14600,0.025390625
1618751172.6691737,14700,0.029296875
1618751173.473552,14800,0.015625
1618751174.27468,14900,0.021484375
1618751175.0914438,15000,0.029296875
